accept_ratio,acceptance_trend_slope,accepted_indices,accepted_len,attention_mass_covered,cloud_finish_ts_ms,cloud_guidance_generation_time_ms,cloud_receive_ts_ms,cloud_selected_count,cloud_selected_token_count,cloud_target_verify_time_ms,correction_token_id,cuda_memory_allocated_mb,draft_entropy,draft_tokens,draft_top1_confidence,draft_top1_top2_margin,draft_tree_actual_depth,draft_tree_max_depth,draft_tree_nodes,edge_finish_ts_ms,edge_start_ts_ms,full_kv_tokens,generated_token_offset,generation_phase,guidance_jaccard,kv_append_ms,kv_select_ms,method,network,network_time_ms,pipeline_built,pipeline_hit,pipeline_reuse,pipeline_wait_ms,previous_selected_chunk_ids,prompt_id,prompt_type,rejected_position,request_id,request_payload_bytes,response_payload_bytes,retrieval,retrieve_every_n_steps,retrieve_top_k,round,selected_chunk_ids,selected_full_ratio,tokens_since_guidance_update,top_attention_token_indices,tree_construct_ms,verify_elapsed_ms,working_kv_tokens
0.1875,4.5,"[0, 5, 16, 22, 24, 28]",6,,1781073583694.2175,0.0,1781073583535.5022,0,0,158.71517599953222,566,10460.1279296875,1.5896410942077637,32,0.4352097511291504,0.19486410915851593,6,6,32,1781073583703.1404,1781073583520.6743,4099,109,early,0.9411764705882353,44.02982699866698,6.4880580011958955,observability_fixed_R16_k16,good,23.749450001560035,0,False,False,0.0,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,21830,792,False,16,16,37,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.1412539643815565,17,[],304.7625480012357,182.46462600109226,579
0.125,1.5,"[0, 1, 22, 27]",4,,1781073584212.6863,0.0,1781073584052.7136,0,0,159.97210000023188,51205,10462.4462890625,0.2869923710823059,32,0.9580034613609314,0.9449640493839979,6,6,32,1781073584222.4111,1781073584037.5273,4106,116,early,0.9411764705882353,44.939681998585,0.09899199903884437,observability_fixed_R16_k16,good,24.90682500138064,0,False,False,0.0,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",1,pg19,4,2e881eb3-2ab2-4511-95ad-281d06446d4c,21872,784,False,16,16,38,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.14271797369702874,22,[],288.0128090000653,184.87892500161252,586
0.09375,-0.25,"[0, 6, 16]",3,,1781073584763.3635,0.0,1781073584571.6455,0,0,191.71672800075612,11794,10461.287109375,0.7128463387489319,32,0.8268710970878601,0.7184092178940773,6,6,32,1781073584772.4817,1781073584556.7004,4111,121,early,0.9411764705882353,42.896524999378016,0.10416800068924204,observability_fixed_R16_k16,good,24.06266300022253,0,False,False,0.0,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",1,pg19,3,2e881eb3-2ab2-4511-95ad-281d06446d4c,21899,778,False,16,16,39,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.14376064217951837,26,[],289.8483640001359,215.77939100097865,591
0.09375,-0.75,"[0, 9, 26]",3,,1781073585306.0132,0.0,1781073585123.248,0,0,182.7645699995628,3867,10460.70751953125,2.0829970836639404,32,0.36351099610328674,0.1360316127538681,3,6,32,1781073585314.8171,1781073585108.4504,4115,125,early,0.9411764705882353,44.325564998871414,0.10593099977995735,observability_fixed_R16_k16,good,23.600661001182743,0,False,False,0.0,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",1,pg19,3,2e881eb3-2ab2-4511-95ad-281d06446d4c,21906,772,False,16,16,40,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.1445929526123937,30,[],290.29464599989296,206.36523100074555,595
0.03125,-3.0,[1],1,,1781073585789.8755,0.0,1781073585594.9036,0,0,194.97112099998049,16642,10460.70751953125,1.676255702972412,32,0.46240517497062683,0.18194225430488586,6,6,32,1781073585798.8489,1781073585580.4731,4119,129,early,0.9411764705882353,43.41898399979982,0.09619400043447968,observability_fixed_R16_k16,good,23.40275599999586,0,False,False,0.0,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",1,pg19,1,2e881eb3-2ab2-4511-95ad-281d06446d4c,21940,767,False,16,16,41,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.1454236465161447,32,[],221.19591800037597,218.37387699997635,599
0.03125,-1.75,[0],1,,1781073586242.813,0.0,1781073586060.5037,0,0,182.30869699982577,19534,10459.54833984375,1.3163623809814453,32,0.6615613698959351,0.5019522458314896,6,6,32,1781073586251.7346,1781073586045.111,4121,131,early,0.9411764705882353,34.0662179987703,0.07479899977624882,observability_fixed_R16_k16,good,24.311785000463715,0,False,False,0.0,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",1,pg19,1,2e881eb3-2ab2-4511-95ad-281d06446d4c,21944,767,False,16,16,42,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.14583838874059693,34,[],211.3072829997691,206.62048200028948,601
0.09375,1.0,"[0, 4, 15]",3,,1781073586694.3083,0.0,1781073586512.435,0,0,181.87333199966815,198,10459.54833984375,1.2671003341674805,32,0.5885822176933289,0.41185779869556427,6,6,32,1781073586703.2205,1781073586496.9116,4123,133,early,0.9411764705882353,32.51862099932623,0.07918899973446969,observability_fixed_R16_k16,good,24.433819000478252,0,False,False,0.0,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",1,pg19,3,2e881eb3-2ab2-4511-95ad-281d06446d4c,21956,772,False,16,16,43,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.14625272859568275,38,[],211.62363500116044,206.3071510001464,603
0.09375,1.0,"[5, 16, 24]",3,,1781073587142.412,0.0,1781073586960.6196,0,0,181.7916919990239,279,10460.70751953125,4.162204265594482,32,0.09787051379680634,0.014157421886920929,5,6,32,1781073587151.2305,1781073586946.538,4127,137,early,0.9411764705882353,32.75627799848735,0.0750519993744092,observability_fixed_R16_k16,good,22.899096000401187,0,False,False,0.0,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",1,pg19,3,2e881eb3-2ab2-4511-95ad-281d06446d4c,21987,771,False,16,16,44,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.1470802035376787,42,[],209.58118599992304,204.69078799942508,607
0.0,-2.0,[],0,,1781073587600.444,0.0,1781073587416.9658,0,0,183.4776959985902,11794,10460.91162109375,3.226567029953003,32,0.27768492698669434,0.11444239318370819,4,6,32,1781073587609.1072,1781073587403.1106,4131,141,early,0.9411764705882353,36.37460400022974,4.2190460007986985,observability_fixed_R16_k16,good,22.517722001794027,0,False,False,0.0,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",1,pg19,0,2e881eb3-2ab2-4511-95ad-281d06446d4c,21990,761,False,16,16,45,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.14790607601065117,43,[],210.42059600040375,205.99541800038423,611
0.09375,1.25,"[1, 7, 20]",3,,1781073588051.0117,0.0,1781073587868.441,0,0,182.5691949998145,89009,10458.96875,1.5729655027389526,32,0.40106165409088135,0.10301795601844788,5,6,32,1781073588059.9614,1781073587854.0764,4132,142,early,0.9411764705882353,30.701201998454053,0.07279900091816671,observability_fixed_R16_k16,good,23.31414800028142,0,False,False,0.0,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",1,pg19,3,2e881eb3-2ab2-4511-95ad-281d06446d4c,21991,774,False,16,16,46,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.14811229428848016,47,[],213.26790599960077,205.88334300009592,612
0.09375,0.75,"[0, 10, 28]",3,,1781073588492.6736,0.0,1781073588313.0762,0,0,179.59617100132164,49359,10460.70751953125,2.250732660293579,32,0.3656259775161743,0.2224447876214981,4,6,32,1781073588501.6123,1781073588298.7056,4136,146,early,0.9411764705882353,31.863789999988512,0.07455299964931328,observability_fixed_R16_k16,good,23.308790998271434,0,False,False,0.0,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",1,pg19,3,2e881eb3-2ab2-4511-95ad-281d06446d4c,22017,780,False,16,16,47,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.14893617021276595,51,[],205.9341719996155,202.90496199959307,616
0.125,1.75,"[2, 9, 18, 25]",4,0.866789698600769,1781073589134.6533,186.90133200107084,1781073588760.7803,16,1009,373.8735490005638,90353,10460.91162109375,2.2845382690429688,32,0.276004433631897,0.03620763123035431,6,6,32,1781073589143.9033,1781073588746.6892,4140,150,early,0.8333333333333334,34.54476200022327,0.08288599929073825,observability_fixed_R16_k16,good,23.337614000411122,0,False,False,0.0,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",1,pg19,4,2e881eb3-2ab2-4511-95ad-281d06446d4c,22027,981,True,16,16,48,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",0.1497584541062802,56,"[0, 4144, 4142, 4143, 4140, 4118, 4141, 4132, 4124, 4115, 4129, 4125, 4138, 4137, 4136, 4120]",209.45389099870226,397.2111630009749,620
0.03125,-1.5,[0],1,,1781073589489.5425,0.0,1781073589405.0815,0,0,84.4599179999932,19534,10461.287109375,1.2832002639770508,32,0.575552225112915,0.2861464023590088,6,6,32,1781073589498.0532,1781073589390.7139,4145,155,early,1.0,32.58921599990572,4.159124999205233,observability_fixed_R16_k16,good,22.87787000022945,0,False,False,0.0,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",1,pg19,1,2e881eb3-2ab2-4511-95ad-281d06446d4c,22072,762,False,16,16,49,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",0.1276236429433052,2,[],209.03306400032307,107.33778800022264,529
0.1875,3.25,"[0, 7, 15, 20, 27, 30]",6,,1781073589907.566,0.0,1781073589752.2686,0,0,155.2966950002883,11794,10459.54833984375,1.6286656856536865,32,0.4101967513561249,0.10536441206932068,6,6,32,1781073589916.1,1781073589738.064,4147,157,early,1.0,30.998063000879483,0.05652399886457715,observability_fixed_R16_k16,good,22.73768499981088,0,False,False,0.0,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,22073,792,False,16,16,50,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",0.12804436942367978,9,[],208.1139180008904,178.0343800000992,531
0.09375,-0.5,"[0, 5, 13]",3,,1781073590342.6267,0.0,1781073590186.3062,0,0,156.3182619993313,279,10462.4462890625,1.7283260822296143,32,0.4144466817378998,0.16307204961776733,6,6,32,1781073590351.5293,1781073590172.0574,4154,164,early,1.0,32.67100199991546,0.06181900062074419,observability_fixed_R16_k16,good,23.150941999119823,0,False,False,0.0,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",1,pg19,3,2e881eb3-2ab2-4511-95ad-281d06446d4c,22109,771,False,16,16,51,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",0.1295137217140106,13,[],222.35962200102222,179.46920399845112,538
0.03125,-2.5,[0],1,,1781073590763.0557,0.0,1781073590614.0898,0,0,148.96442200006277,1312,10460.70751953125,1.2445701360702515,32,0.6466465592384338,0.44943052530288696,6,6,32,1781073590771.7192,1781073590599.844,4158,168,early,1.0,32.476225000209524,0.06701200072711799,observability_fixed_R16_k16,good,22.90894100042351,0,False,False,0.0,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",1,pg19,1,2e881eb3-2ab2-4511-95ad-281d06446d4c,22129,765,False,16,16,52,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",0.13035113035113036,15,[],214.67111600031785,171.87336300048628,542
0.1875,3.25,"[0, 1, 4, 10, 19, 28]",6,,1781073591169.8914,0.0,1781073591020.8843,0,0,149.00663400112535,1549,10459.54833984375,0.002088337205350399,32,0.999790608882904,0.9996219629974803,6,6,32,1781073591178.7258,1781073591007.2031,4160,170,early,1.0,29.69623200078786,0.05477800004882738,observability_fixed_R16_k16,good,22.514395999678527,0,False,False,0.0,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,22133,792,False,16,16,53,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",0.13076923076923078,22,[],204.89637099854008,171.52103000080388,544
0.1875,2.0,"[0, 4, 11, 18, 25, 30]",6,,1781073591589.2876,0.0,1781073591443.8257,0,0,145.46047499970882,198,10462.91162109375,1.299466848373413,32,0.5414099097251892,0.3513571619987488,6,6,32,1781073591597.814,1781073591429.806,4167,177,middle,0.9411764705882353,33.00507200037828,4.469093000807334,observability_fixed_R16_k16,good,22.54556400112051,0,False,False,0.0,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,22168,792,False,16,16,54,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",0.13990880729541635,29,[],212.71971099849907,168.00603900082933,583
0.09375,-1.0,"[2, 7, 16]",3,,1781073592000.7698,0.0,1781073591856.4666,0,0,144.30285399976128,8048,10462.4462890625,1.1047378778457642,32,0.7704020142555237,0.6465871408581734,5,6,32,1781073592009.2937,1781073591842.6677,4174,184,middle,0.9411764705882353,32.29984700010391,0.06823300100222696,observability_fixed_R16_k16,good,22.321825999824796,0,False,False,0.0,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",1,pg19,3,2e881eb3-2ab2-4511-95ad-281d06446d4c,22208,775,False,16,16,55,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",0.1413512218495448,33,[],211.50005600065924,166.62467999958608,590
0.09375,-1.0,"[1, 8, 19]",3,,1781073592419.0183,0.0,1781073592273.0823,0,0,145.9349229990039,3867,10460.70751953125,1.516087293624878,32,0.3285179138183594,0.029398947954177856,6,6,32,1781073592427.6948,1781073592258.6343,4178,188,middle,0.9411764705882353,32.37467899998592,0.06754399873898365,observability_fixed_R16_k16,good,23.124187000576057,0,False,False,0.0,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",1,pg19,3,2e881eb3-2ab2-4511-95ad-281d06446d4c,22220,773,False,16,16,56,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",0.1421732886548588,37,[],215.9532969999418,169.05910999957996,594
0.15625,0.5,"[0, 4, 11, 16, 23]",5,,1781073592847.4146,0.0,1781073592697.6868,0,0,149.72591300102067,9664,10460.70751953125,0.7999165058135986,32,0.8062522411346436,0.697137862443924,6,6,32,1781073592856.1895,1781073592683.4436,4182,192,middle,0.9411764705882353,32.66424199864559,0.07750700024189427,observability_fixed_R16_k16,good,23.0178359997808,0,False,False,0.0,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",1,pg19,5,2e881eb3-2ab2-4511-95ad-281d06446d4c,22247,787,False,16,16,57,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",0.14299378287900527,43,[],222.0794089989795,172.74374900080147,598
0.1875,1.75,"[0, 4, 8, 13, 18, 25]",6,,1781073593276.3198,0.0,1781073593124.3225,0,0,151.99678400131234,11,10461.86669921875,0.7315147519111633,32,0.7914790511131287,0.6176141798496246,6,6,32,1781073593285.363,1781073593110.0369,4188,198,middle,0.9411764705882353,32.68582099917694,0.07596199975523632,observability_fixed_R16_k16,good,23.326694998104358,0,False,False,0.0,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,22282,788,False,16,16,58,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",0.14422158548233047,50,[],220.0996120009222,175.3234789994167,604
0.1875,1.75,"[0, 3, 12, 19, 24, 29]",6,,1781073593709.0283,0.0,1781073593560.741,0,0,148.28733600006672,11794,10462.4462890625,1.5006965398788452,32,0.6854041218757629,0.5371750891208649,6,6,32,1781073593717.728,1781073593543.8872,4195,205,middle,0.9411764705882353,39.00476200033154,4.216028000882943,observability_fixed_R16_k16,good,25.55165699959616,0,False,False,0.0,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,22301,794,False,16,16,59,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",0.14564958283671037,57,[],214.15361400067923,173.83899299966288,611
0.15625,0.0,"[0, 1, 8, 15, 26]",5,,1781073594126.8235,0.0,1781073593978.876,0,0,147.94713700030115,3867,10462.4462890625,0.01069197803735733,32,0.999072790145874,0.998835132093518,6,6,32,1781073594135.6216,1781073593964.9983,4202,212,middle,0.9411764705882353,32.547494000027655,0.06851399848528672,observability_fixed_R16_k16,good,22.674863999782247,0,False,False,0.0,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",1,pg19,5,2e881eb3-2ab2-4511-95ad-281d06446d4c,22328,785,False,16,16,60,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",0.14707282246549264,63,[],213.50259500104585,170.6220010000834,618
0.1875,0.5,"[0, 4, 8, 13, 20, 25]",6,,1781073594542.9297,0.0,1781073594395.3342,0,0,147.595407001063,64254,10461.86669921875,0.20735785365104675,32,0.9684576988220215,0.9552759947255254,6,6,32,1781073594551.6755,1781073594381.2524,4208,218,middle,0.9411764705882353,31.735260999994352,0.06782099990232382,observability_fixed_R16_k16,good,22.825854997790884,0,False,False,0.0,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,22373,787,False,16,16,61,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",0.1482889733840304,70,[],212.94289199977356,170.42126199885388,624
0.1875,0.25,"[0, 2, 3, 5, 14, 24]",6,,1781073594963.8684,0.0,1781073594817.7812,0,0,146.08562299872574,64254,10462.4462890625,0.13142818212509155,32,0.981208324432373,0.9723118087276816,6,6,32,1781073594972.6116,1781073594804.0999,4215,225,middle,0.9411764705882353,34.54361199874256,0.07252899922605138,observability_fixed_R16_k16,good,22.424218001106055,0,False,False,0.0,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,22386,791,False,16,16,62,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",0.14970344009489917,77,[],216.90943499925197,168.5098409998318,631
0.1875,0.25,"[0, 2, 6, 12, 18, 22]",6,,1781073595399.978,0.0,1781073595252.108,0,0,147.87063999938255,13,10462.4462890625,0.049607839435338974,32,0.9932262301445007,0.9880142570473254,6,6,32,1781073595408.6238,1781073595236.2944,4222,232,middle,0.9411764705882353,32.87566699873423,0.0765269996918505,observability_fixed_R16_k16,good,24.457203999190824,0,False,False,0.0,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,22437,786,False,16,16,63,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",0.15111321648507817,84,[],229.79962900171813,172.32784399857337,638
0.1875,0.25,"[0, 8, 16, 20, 24, 28]",6,0.8841609358787537,1781073595957.9377,135.5185900010838,1781073595677.3198,16,972,280.6184149994806,64254,10462.4462890625,1.4182902574539185,32,0.7172302603721619,0.6354920268058777,6,6,32,1781073595966.7314,1781073595663.3113,4229,239,middle,0.7894736842105263,36.78059599951666,4.224983000312932,observability_fixed_R16_k16,good,22.800206001193146,0,False,False,0.0,"[0, 47, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,22474,993,True,16,16,64,"[0, 23, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66]",0.16008512650744858,91,"[0, 4235, 4234, 4232, 4228, 4231, 4175, 4230, 4229, 4214, 4233, 4190, 4176, 4216, 3989, 4227]",212.81651400022383,303.41862100067374,677
0.125,-2.0,"[0, 1, 6, 15]",4,,1781073596312.4136,0.0,1781073596231.5881,0,0,80.82370400006766,1221,10462.4462890625,0.04585815221071243,32,0.9940081834793091,0.9894763780757785,5,6,32,1781073596321.0405,1781073596217.3447,4236,246,middle,1.0,30.808314999376307,3.8977350013738032,observability_fixed_R16_k16,good,22.87015999900177,0,False,False,0.0,"[0, 23, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66]",1,pg19,4,2e881eb3-2ab2-4511-95ad-281d06446d4c,22486,777,False,16,16,65,"[0, 23, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66]",0.12370160528800755,5,[],214.87168699968606,103.69386399906944,524
0.0625,-3.5,"[2, 16]",2,,1781073596732.6016,0.0,1781073596576.9531,0,0,155.64759299923026,19534,10461.287109375,4.087724208831787,32,0.18691937625408173,0.06433466076850891,5,6,32,1781073596741.7,1781073596562.5864,4241,251,middle,1.0,31.059283999638865,0.06910000047355425,observability_fixed_R16_k16,good,23.463090999939595,0,False,False,0.0,"[0, 23, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66]",1,pg19,2,2e881eb3-2ab2-4511-95ad-281d06446d4c,22527,774,False,16,16,66,"[0, 23, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66]",0.12473473237444,8,[],209.55477399911615,179.11068399916985,529
0.09375,-1.5,"[0, 5, 25]",3,,1781073597165.3696,0.0,1781073597011.2236,0,0,154.14586999941093,9664,10460.1279296875,1.4940370321273804,32,0.6358868479728699,0.5164072439074516,5,6,32,1781073597174.165,1781073596997.1123,4244,254,middle,1.0,32.87683099915739,0.07697799992456567,observability_fixed_R16_k16,good,22.903973002030398,0,False,False,0.0,"[0, 23, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66]",1,pg19,3,2e881eb3-2ab2-4511-95ad-281d06446d4c,22532,775,False,16,16,67,"[0, 23, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66]",0.12535344015080113,12,[],221.31808899939642,177.04984300144133,532
0.03125,-2.75,[0],1,,1781073597611.8372,0.0,1781073597468.2166,0,0,143.61973999984912,1312,10460.70751953125,0.08550962060689926,32,0.9880303740501404,0.9808321208693087,6,6,32,1781073597620.6523,1781073597454.0151,4248,258,middle,1.0,33.42975699888484,0.07518100028391927,observability_fixed_R16_k16,good,23.016384000584367,0,False,False,0.0,"[0, 23, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66]",1,pg19,1,2e881eb3-2ab2-4511-95ad-281d06446d4c,22564,765,False,16,16,68,"[0, 23, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66]",0.12617702448210924,14,[],245.19678199976624,166.63612400043348,536
0.09375,0.5,"[0, 2, 5]",3,,1781073598023.972,0.0,1781073597878.591,0,0,145.37934700092592,11794,10459.54833984375,0.10213178396224976,32,0.9805591702461243,0.9623167812824249,6,6,32,1781073598033.0676,1781073597864.66,4250,260,middle,1.0,32.29989000101341,0.06640199899266008,observability_fixed_R16_k16,good,23.026006998406956,0,False,False,0.0,"[0, 23, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66]",1,pg19,3,2e881eb3-2ab2-4511-95ad-281d06446d4c,22570,774,False,16,16,69,"[0, 23, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66]",0.12658823529411764,18,[],210.77884700025606,168.40535399933287,538
