accept_ratio,acceptance_trend_slope,accepted_indices,accepted_len,attention_mass_covered,cloud_finish_ts_ms,cloud_guidance_generation_time_ms,cloud_receive_ts_ms,cloud_selected_count,cloud_selected_token_count,cloud_target_verify_time_ms,correction_token_id,cuda_memory_allocated_mb,draft_entropy,draft_tokens,draft_top1_confidence,draft_top1_top2_margin,draft_tree_actual_depth,draft_tree_max_depth,draft_tree_nodes,edge_finish_ts_ms,edge_start_ts_ms,full_kv_tokens,generated_token_offset,generation_phase,guidance_jaccard,kv_append_ms,kv_select_ms,method,network,network_time_ms,pipeline_built,pipeline_hit,pipeline_reuse,pipeline_wait_ms,previous_selected_chunk_ids,prompt_id,prompt_type,rejected_position,request_id,request_payload_bytes,response_payload_bytes,retrieval,retrieve_every_n_steps,retrieve_top_k,round,selected_chunk_ids,selected_full_ratio,tokens_since_guidance_update,top_attention_token_indices,tree_construct_ms,verify_elapsed_ms,working_kv_tokens
0.1875,0.0,"[0, 3, 7, 15, 21, 26]",6,,1781073608254.5447,0.0,1781073608093.8254,0,0,160.71757299869205,1549,10462.4462890625,0.03829826042056084,32,0.9953873753547668,0.9921693855430931,6,6,32,1781073608263.2507,1781073608079.5447,4377,387,late,0.9411764705882353,45.237489001010545,0.10107500020239968,observability_fixed_R16_k16,good,22.98665600028471,0,False,False,0.0,"[0, 14, 48, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,23191,792,False,16,16,93,"[0, 14, 48, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 65, 66, 67]",0.14461960246744346,72,[],241.49726500036195,183.70422899897676,633
0.1875,0.0,"[0, 3, 14, 20, 25, 29]",6,,1781073608693.2004,0.0,1781073608521.5183,0,0,171.6814589999558,323,10462.4462890625,0.3325255215167999,32,0.9207523465156555,0.8550873473286629,6,6,32,1781073608702.036,1781073608507.0796,4384,394,late,0.9411764705882353,31.81618599955982,0.07341900163737591,observability_fixed_R16_k16,good,23.272439000720624,0,False,False,0.0,"[0, 14, 48, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,23219,785,False,16,16,94,"[0, 14, 48, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 65, 66, 67]",0.145985401459854,79,[],211.0389089993987,194.95389800067642,640
0.1875,0.0,"[0, 2, 6, 12, 17, 25]",6,,1781073609151.3496,0.0,1781073608971.6777,0,0,179.66983000042092,11794,10462.4462890625,0.009754162281751633,32,0.99922776222229,0.9991137149481801,6,6,32,1781073609160.316,1781073608957.3345,4391,401,late,0.9411764705882353,33.956086001126096,0.07376999928965233,observability_fixed_R16_k16,good,23.307874998863554,0,False,False,0.0,"[0, 14, 48, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,23256,793,False,16,16,95,"[0, 14, 48, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 65, 66, 67]",0.1473468458209975,86,[],220.11362800003553,202.97770499928447,647
0.1875,0.0,"[0, 3, 8, 14, 20, 26]",6,0.8217216730117798,1781073609718.1326,142.76760400025523,1781073609428.742,16,1013,289.3911890005256,279,10462.4462890625,0.5714648962020874,32,0.8036186099052429,0.621483325958252,6,6,32,1781073609727.0085,1781073609414.1875,4398,408,late,0.65,36.30197600068641,0.07651099986105692,observability_fixed_R16_k16,good,23.426838999512256,0,False,False,0.0,"[0, 14, 48, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,23294,986,True,16,16,96,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.14870395634379263,93,"[0, 4404, 4402, 4403, 4260, 4320, 4224, 4372, 4399, 4400, 4401, 4309, 4308, 4391, 4393, 4398]",216.26189699964016,312.8180280000379,654
0.0625,-4.0,"[0, 1]",2,,1781073610069.8716,0.0,1781073609990.426,0,0,79.44464199863432,1549,10462.4462890625,7.116985216271132e-06,32,0.9999996423721313,0.9999993765996749,6,6,32,1781073610078.7842,1781073609976.104,4405,415,late,1.0,32.96238400071161,4.233632000250509,observability_fixed_R16_k16,good,23.234231002788874,0,False,False,0.0,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",1,pg19,2,2e881eb3-2ab2-4511-95ad-281d06446d4c,23302,766,False,16,16,97,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.12099886492622021,3,[],210.54163700136996,102.6788730014232,533
0.0625,-3.0,"[0, 10]",2,,1781073610489.3286,0.0,1781073610336.215,0,0,153.1124869998166,11504,10460.30322265625,1.5420936346054077,32,0.4733295142650604,0.1530587077140808,6,6,32,1781073610497.9038,1781073610321.951,4408,418,late,1.0,32.74670700011484,0.07317200106626842,observability_fixed_R16_k16,good,22.838814998976886,0,False,False,0.0,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",1,pg19,2,2e881eb3-2ab2-4511-95ad-281d06446d4c,23323,770,False,16,16,98,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.12159709618874773,6,[],209.44984999914595,175.9513019987935,536
0.0625,-2.0,"[0, 6]",2,,1781073610908.3945,0.0,1781073610757.301,0,0,151.09182800006238,198,10460.1279296875,0.9876692891120911,32,0.7405209541320801,0.5828549563884735,6,6,32,1781073610917.6128,1781073610742.9604,4411,421,late,1.0,32.47640899826365,0.06960000064282212,observability_fixed_R16_k16,good,23.558607001177734,0,False,False,0.0,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",1,pg19,2,2e881eb3-2ab2-4511-95ad-281d06446d4c,23340,767,False,16,16,99,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.12219451371571072,9,[],211.63643900035822,174.6504350012401,539
0.03125,-2.0,[1],1,,1781073611331.1982,0.0,1781073611180.9446,0,0,150.25107099972956,64254,10460.1279296875,1.9271011352539062,32,0.41106244921684265,0.05392521619796753,5,6,32,1781073611340.053,1781073611166.6287,4414,424,late,1.0,32.92596600113029,0.07096000081219245,observability_fixed_R16_k16,good,23.17167700130085,0,False,False,0.0,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",1,pg19,1,2e881eb3-2ab2-4511-95ad-281d06446d4c,23374,768,False,16,16,100,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.12279111916628908,11,[],214.89225799996348,173.4227480010304,542
0.125,2.25,"[0, 5, 11, 21]",4,,1781073611745.6248,0.0,1781073611601.2615,0,0,144.36253600069904,1221,10460.1279296875,0.9171994924545288,32,0.8394548892974854,0.7976608946919441,5,6,32,1781073611754.3853,1781073611586.882,4416,426,late,1.0,31.760768999447464,0.07030999950075056,observability_fixed_R16_k16,good,23.138045999075985,0,False,False,0.0,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",1,pg19,4,2e881eb3-2ab2-4511-95ad-281d06446d4c,23368,781,False,16,16,101,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.12318840579710146,16,[],214.14147399991634,167.50058199977502,544
0.0625,-0.25,"[2, 14]",2,,1781073612161.578,0.0,1781073612016.5747,0,0,145.0036080004793,19534,10461.287109375,4.349454879760742,32,0.17927591502666473,0.07871124893426895,5,6,32,1781073612170.1099,1781073612000.7402,4421,431,late,0.9411764705882353,32.53099699941231,4.225313999995706,observability_fixed_R16_k16,good,24.364167999010533,0,False,False,0.0,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",1,pg19,2,2e881eb3-2ab2-4511-95ad-281d06446d4c,23399,770,False,16,16,102,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.13141823116941867,19,[],208.44970800135343,169.36777599948982,581
0.09375,0.75,"[0, 7, 21]",3,,1781073612568.397,0.0,1781073612423.7878,0,0,144.60820500062255,9664,10460.1279296875,1.6152514219284058,32,0.5627211332321167,0.4311353266239166,5,6,32,1781073612577.532,1781073612409.6582,4424,434,late,0.9411764705882353,31.51734499988379,0.07252499926835299,observability_fixed_R16_k16,good,23.263306999069755,0,False,False,0.0,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",1,pg19,3,2e881eb3-2ab2-4511-95ad-281d06446d4c,23404,775,False,16,16,103,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.13200723327305605,23,[],207.11419100007333,167.8715119996923,584
0.15625,2.5,"[0, 1, 10, 17, 26]",5,,1781073612978.572,0.0,1781073612833.9424,0,0,144.62891800030775,11794,10460.70751953125,0.09356870502233505,32,0.9893229603767395,0.9854042180813849,6,6,32,1781073612987.059,1781073612819.6577,4428,438,late,0.9411764705882353,32.10279900122259,0.07861899939598516,observability_fixed_R16_k16,good,22.771065998313134,0,False,False,0.0,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",1,pg19,5,2e881eb3-2ab2-4511-95ad-281d06446d4c,23438,789,False,16,16,104,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.13279132791327913,29,[],208.93375699961325,167.39998399862088,588
0.09375,-0.5,"[2, 6, 16]",3,,1781073613389.3596,0.0,1781073613245.6436,0,0,143.71504700102378,64254,10461.86669921875,1.8626736402511597,32,0.372892826795578,0.15707901120185852,6,6,32,1781073613397.8591,1781073613231.4224,4434,444,late,0.9411764705882353,32.29184500014526,0.07338799878198188,observability_fixed_R16_k16,good,22.72022199758794,0,False,False,0.0,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",1,pg19,3,2e881eb3-2ab2-4511-95ad-281d06446d4c,23461,778,False,16,16,105,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.13396481732070364,33,[],211.15408799960278,166.43526899861172,594
0.03125,-2.25,[2],1,,1781073613826.5674,0.0,1781073613677.1702,0,0,149.39714899992396,323,10460.70751953125,1.8022220134735107,32,0.4747122526168823,0.14844760298728943,6,6,32,1781073613835.105,1781073613661.9224,4438,448,late,0.9411764705882353,32.20737499941606,0.07400200047413819,observability_fixed_R16_k16,good,23.78327100086608,0,False,False,0.0,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",1,pg19,1,2e881eb3-2ab2-4511-95ad-281d06446d4c,23477,764,False,16,16,106,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.13474538080216314,35,[],230.38685900064593,173.18042000079004,598
0.1875,3.0,"[1, 4, 8, 14, 20, 28]",6,,1781073614235.689,0.0,1781073614091.3442,0,0,144.34435500152176,1221,10459.54833984375,1.2717469930648804,32,0.5988739132881165,0.29774120450019836,6,6,32,1781073614244.2148,1781073614077.1604,4440,450,late,0.9411764705882353,35.1832939995802,0.07365400051639881,observability_fixed_R16_k16,good,22.70845999919402,0,False,False,0.0,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,23485,790,False,16,16,107,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.13513513513513514,42,[],205.88455299912312,167.05281500071578,600
0.1875,2.25,"[0, 5, 11, 19, 24, 29]",6,,1781073614645.2043,0.0,1781073614501.3274,0,0,143.87640200038732,9664,10462.91162109375,1.8292176723480225,32,0.6649823188781738,0.5457575544714928,6,6,32,1781073614653.846,1781073614487.1094,4447,457,late,0.9411764705882353,32.128001999808475,0.07414299943775404,observability_fixed_R16_k16,good,22.858897998958128,0,False,False,0.0,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,23534,794,False,16,16,108,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.13649651450416012,49,[],209.72261099996103,166.73529999934544,607
0.1875,2.0,"[0, 1, 5, 8, 12, 20]",6,,1781073615069.0732,0.0,1781073614918.1658,0,0,150.9065099999134,279,10462.4462890625,0.03961606323719025,32,0.9963866472244263,0.9958441052003764,6,6,32,1781073615077.9993,1781073614903.8555,4454,464,late,0.9411764705882353,36.1723299993173,4.211628000120982,observability_fixed_R16_k16,good,23.234131000208436,0,False,False,0.0,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,23546,785,False,16,16,109,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.13785361472833407,56,[],208.74815200113517,174.14064100012183,614
0.1875,1.25,"[0, 2, 5, 10, 18, 26]",6,,1781073615493.4067,0.0,1781073615347.0437,0,0,146.36233000055654,1549,10462.4462890625,0.08482755720615387,32,0.9880856275558472,0.9789856737479568,6,6,32,1781073615501.9185,1781073615332.7993,4461,471,late,0.9411764705882353,34.51261500049441,0.08300799891003408,observability_fixed_R16_k16,good,22.754797999368748,0,False,False,0.0,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,23595,792,False,16,16,110,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.13920645595158038,63,[],219.03398299946275,169.1171279999253,621
0.1875,0.0,"[0, 3, 12, 18, 25, 29]",6,,1781073615912.147,0.0,1781073615760.3853,0,0,151.76261299893667,1782,10462.4462890625,0.9085100889205933,32,0.6952235102653503,0.4695174843072891,6,6,32,1781073615921.1335,1781073615744.0347,4468,478,late,0.9411764705882353,33.22514399951615,0.08472299850836862,observability_fixed_R16_k16,good,25.33460599988757,0,False,False,0.0,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,23629,792,False,16,16,111,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.1405550581915846,70,[],207.86194500033162,177.09721899882425,628
0.1875,0.0,"[0, 1, 2, 3, 9, 24]",6,0.8066402673721313,1781073616488.3193,136.92138800070097,1781073616206.5024,16,962,281.8169919992215,3867,10462.4462890625,0.07015922665596008,32,0.9919923543930054,0.9892917776014656,6,6,32,1781073616497.645,1781073616192.1306,4475,485,late,0.7368421052631579,32.90031399956206,0.07560400081274565,observability_fixed_R16_k16,good,23.694581001109327,0,False,False,0.0,"[0, 4, 16, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,23645,985,True,16,16,112,"[0, 48, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]",0.1418994413407821,77,"[0, 4481, 4480, 4478, 4479, 4418, 4421, 4361, 4477, 4301, 4042, 4358, 4387, 4396, 4298, 4448]",237.11610000100336,305.5115730003308,635
0.1875,0.0,"[0, 1, 2, 7, 15, 23]",6,,1781073616847.3967,0.0,1781073616767.4124,0,0,79.98313700045401,198,10462.4462890625,0.002174933673813939,32,0.999835729598999,0.9997924158014939,6,6,32,1781073616855.99,1781073616753.1633,4482,492,late,1.0,37.77009599980374,4.2319959993619705,observability_fixed_R16_k16,good,22.84220900037326,0,False,False,0.0,"[0, 48, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,23687,785,False,16,16,113,"[0, 48, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]",0.12182061579651941,7,[],212.07921799941687,102.82534600082727,546
0.1875,0.0,"[0, 1, 2, 3, 7, 18]",6,,1781073617274.572,0.0,1781073617117.7275,0,0,156.8441610015725,323,10462.4462890625,0.0012005880707874894,32,0.9999040365219116,0.9998484167008428,6,6,32,1781073617283.368,1781073617103.0803,4489,499,late,1.0,32.71510600097827,0.06927699905645568,observability_fixed_R16_k16,good,23.4423429974413,0,False,False,0.0,"[0, 48, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,23709,782,False,16,16,114,"[0, 48, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]",0.12319002004900868,14,[],213.42241499951342,180.2865039990138,553
0.1875,0.0,"[0, 2, 6, 13, 22, 27]",6,,1781073617680.9397,0.0,1781073617536.8489,0,0,144.09034100026474,49359,10462.4462890625,0.09959681332111359,32,0.983075737953186,0.9681485211476684,6,6,32,1781073617690.2131,1781073617522.3826,4496,506,late,1.0,31.699574001322617,0.07208600072772242,observability_fixed_R16_k16,good,23.73764799813216,0,False,False,0.0,"[0, 48, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]",1,pg19,6,2e881eb3-2ab2-4511-95ad-281d06446d4c,23755,794,False,16,16,115,"[0, 48, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]",0.12455516014234876,21,[],206.37978899867448,167.8279889983969,560
0.0625,0.0,"[1, 7]",2,0.8902696967124939,1781073655973.699,167.7796509993641,1781073653487.2095,16,994,2486.492657000781,817,12813.2626953125,1.9528396129608154,32,0.6492432951927185,0.5193864703178406,6,6,32,1781073655982.726,1781073653469.2751,4063,0,early,0.45454545454545453,356.50709900073707,5.59676300144929,observability_fixed_R16_k16,good,26.95650699934049,0,False,False,0.0,"[48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",2,pg19,2,9e72e1b1-63c9-4883-b970-90759cf7a7f6,21226,960,True,16,16,0,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",0.1260152596603495,3,"[0, 4065, 4064, 4063, 4062, 4059, 4061, 4057, 645, 2537, 4058, 3225, 4054, 3978, 4044, 3932]",278.89459200014244,2513.4491640001215,512
0.0,-2.0,[],0,,1781073656433.934,0.0,1781073656344.4885,0,0,89.44482899823925,2889,10460.1279296875,0.030377576127648354,32,0.9968127608299255,0.9956815224140882,6,6,32,1781073656442.8357,1781073656330.2146,4066,3,early,1.0,49.01443299968378,5.747301000155858,observability_fixed_R16_k16,good,23.173654000856914,0,False,False,0.0,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",2,pg19,0,9e72e1b1-63c9-4883-b970-90759cf7a7f6,21259,760,False,16,16,1,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",0.13428430890309886,1,[],291.41202100072405,112.61848299909616,546
0.03125,0.0,[0],1,,1781073656956.2627,0.0,1781073656786.45,0,0,169.81197899986,29918,10458.96875,2.5215072631835938,32,0.43261057138442993,0.2184528112411499,6,6,32,1781073656965.4148,1781073656771.465,4067,4,early,1.0,40.62613799942483,0.09703400064609013,observability_fixed_R16_k16,good,24.13505799995619,0,False,False,0.0,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",2,pg19,1,9e72e1b1-63c9-4883-b970-90759cf7a7f6,21268,757,False,16,16,2,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",0.13449717236292108,3,[],286.6919879998022,193.9470369998162,547
0.0625,1.0,"[3, 7]",2,,1781073657476.3296,0.0,1781073657314.2534,0,0,162.07460400073614,16,10459.54833984375,1.5053606033325195,32,0.35612016916275024,0.04671758413314819,6,6,32,1781073657485.0198,1781073657299.5862,4069,6,early,1.0,44.1198490007082,0.09953800145012792,observability_fixed_R16_k16,good,23.35674499954621,0,False,False,0.0,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",2,pg19,2,9e72e1b1-63c9-4883-b970-90759cf7a7f6,21274,765,False,16,16,3,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",0.13492258540181862,6,[],288.6433349995059,185.43134900028235,549
0.0,-1.25,[],0,,1781073657997.3848,0.0,1781073657826.7122,0,0,170.6720040001528,817,10460.1279296875,0.265000581741333,32,0.9611696600914001,0.9503238815814257,6,6,32,1781073658006.1787,1781073657811.7778,4072,9,early,1.0,42.599678999977186,0.09713400140753947,observability_fixed_R16_k16,good,23.72601099887106,0,False,False,0.0,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",2,pg19,0,9e72e1b1-63c9-4883-b970-90759cf7a7f6,21299,759,False,16,16,4,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",0.13555992141453832,7,[],282.8774670015264,194.39801499902387,552
0.0625,1.25,"[0, 1]",2,,1781073658517.816,0.0,1781073658352.4575,0,0,165.35754800133873,22531,10458.96875,0.001608384889550507,32,0.9998681545257568,0.9998133989756752,6,6,32,1781073658527.056,1781073658337.8345,4073,10,early,1.0,41.42751800100086,0.0969319989962969,observability_fixed_R16_k16,good,23.860953999246703,0,False,False,0.0,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",2,pg19,2,9e72e1b1-63c9-4883-b970-90759cf7a7f6,21300,771,False,16,16,5,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",0.13577215811441198,10,[],288.9248960000259,189.21850200058543,553
0.0625,0.75,"[0, 3]",2,,1781073659045.5647,0.0,1781073658879.6511,0,0,165.91285600043193,653,10460.1279296875,1.1691137552261353,32,0.4922219514846802,0.11482226848602295,6,6,32,1781073659054.3171,1781073658864.6953,4076,13,early,1.0,44.04408499976853,0.10031300007540267,observability_fixed_R16_k16,good,23.706969997874694,0,False,False,0.0,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",2,pg19,2,9e72e1b1-63c9-4883-b970-90759cf7a7f6,21311,768,False,16,16,6,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",0.1364082433758587,13,[],292.03892599980463,189.61982599830662,556
0.1875,4.5,"[0, 1, 6, 17, 25, 30]",6,,1781073659587.8599,0.0,1781073659403.3843,0,0,184.474378998857,48958,10460.1279296875,0.16770817339420319,32,0.9775502681732178,0.9681152822449803,6,6,32,1781073659596.8213,1781073659388.8572,4079,16,early,1.0,44.011342999510816,0.09917999886965845,observability_fixed_R16_k16,good,23.486408001190284,0,False,False,0.0,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",2,pg19,6,9e72e1b1-63c9-4883-b970-90759cf7a7f6,21331,788,False,16,16,7,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",0.13704339298847756,20,[],289.22839900042163,207.96078700004728,559
0.09375,0.5,"[0, 8, 19]",3,,1781073660139.588,0.0,1781073659946.0386,0,0,193.54838099934568,653,10462.4462890625,1.7962654829025269,32,0.5554519891738892,0.4171890467405319,6,6,32,1781073660148.458,1781073659931.2327,4086,23,early,1.0,43.94260899971414,0.10006299999076873,observability_fixed_R16_k16,good,23.675174999880255,0,False,False,0.0,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",2,pg19,3,9e72e1b1-63c9-4883-b970-90759cf7a7f6,21356,773,False,16,16,8,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",0.13852178169358786,24,[],289.0771840011439,217.22355599922594,566
0.15625,1.75,"[0, 2, 17, 23, 30]",5,,1781073660695.5066,0.0,1781073660497.0098,0,0,198.4959159999562,15460,10460.70751953125,0.13280364871025085,32,0.9821281433105469,0.9705140218138695,5,6,32,1781073660704.4065,1781073660482.3572,4090,27,early,1.0,43.55655399922398,0.10227000166196376,observability_fixed_R16_k16,good,23.551659000077052,0,False,False,0.0,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",2,pg19,5,9e72e1b1-63c9-4883-b970-90759cf7a7f6,21378,785,False,16,16,9,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",0.1393643031784841,30,[],289.05224700065446,222.04757500003325,570
0.125,0.0,"[0, 3, 10, 20]",4,,1781073661193.9998,0.0,1781073661004.7642,0,0,189.2349280005874,537,10461.86669921875,1.1937205791473389,32,0.5806720852851868,0.3602738082408905,6,6,32,1781073661203.007,1781073660990.1594,4096,33,early,1.0,42.783386999872164,0.10207699961028993,observability_fixed_R16_k16,good,23.610214999280288,0,False,False,0.0,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",2,pg19,4,9e72e1b1-63c9-4883-b970-90759cf7a7f6,21394,777,False,16,16,10,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",0.140625,35,[],241.93490000106976,212.84514299986768,576
0.09375,-1.5,"[9, 19, 25]",3,,1781073661657.371,0.0,1781073661474.4045,0,0,182.96495399954438,11,10461.287109375,5.784676551818848,32,0.07818713784217834,0.008100643754005432,4,6,32,1781073661666.2683,1781073661460.5535,4101,38,early,0.9411764705882353,34.608445999765536,4.555216000881046,observability_fixed_R16_k16,good,22.747110999262077,0,False,False,0.0,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63, 64]",2,pg19,3,9e72e1b1-63c9-4883-b970-90759cf7a7f6,21435,773,False,16,16,11,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",0.14947573762496952,39,[],217.26776499963307,205.71206499880645,613
0.1875,2.25,"[0, 7, 16, 24, 28, 31]",6,,1781073662117.8274,0.0,1781073661928.2224,0,0,189.60331500056782,198,10460.70751953125,2.0140793323516846,32,0.48575690388679504,0.3629383221268654,6,6,32,1781073662126.485,1781073661913.781,4105,42,early,0.9411764705882353,32.60703600062698,0.08336600149050355,observability_fixed_R16_k16,good,23.098576999473153,0,False,False,0.0,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63, 64]",2,pg19,6,9e72e1b1-63c9-4883-b970-90759cf7a7f6,21443,792,False,16,16,12,"[0, 2, 10, 21, 39, 45, 51, 53, 55, 56, 58, 59, 60, 61, 62, 63]",0.15030450669914738,46,[],213.8228470012109,212.70189200004097,617
